ID_REF,GSM1007144
cg00233307,0.03815654
cg00234616,0.1568379
cg00234961,0.05522645
cg00236832,0.07250666
cg00237010,0.7764045
cg00238052,0.3211109
cg00239071,0.9656667
cg00239419,0.824823
cg00239685,0.1471189
cg00240312,0.03084232
cg00240432,0.03789863
cg00240880,0.8903965
cg00241355,0.04037537
cg00242839,0.686486
cg00243313,0.03605948
cg00245878,0.8243694
cg00247489,0.03176486
cg00250430,0.06765883
cg00253200,0.0480677
cg00256074,0.8534413
cg00256166,0.03022839
cg00256281,0.01797769
cg00259755,0.09279601
cg00260778,0.7306098
cg00261552,0.05526817
cg00261781,0.0287152
cg00262415,0.08351678
cg00263723,0.05289301
cg00263760,0.1154403
cg00265415,0.03263105
cg00265490,0.1022486
cg00268009,0.04489252
cg00268338,0.04357694
cg00269115,0.03467308
cg00269932,0.7512966
cg00273068,0.1038236
cg00273124,0.8936862
cg00274399,0.09041623
cg00275232,0.04305592
cg00276797,0.03977148
cg00278366,0.2417009
cg00279797,0.2756554
cg00280814,0.870472
cg00280894,0.6150551
cg00282347,0.08094159
cg00282683,0.03872162
cg00283535,0.6613176
cg00288562,0.05100261
cg00290028,0.02600057
cg00290506,0.0437704
cg00291877,0.08778234
cg00292662,0.04692246
cg00292971,0.6840364
cg00293409,0.104961
cg00294382,0.1602528
cg00295206,0.0521731
cg00295325,0.7407076
cg00296685,0.3398129
cg00297584,0.07794626
cg00297600,0.5160142
cg00298357,0.9350401
cg00298951,0.8323067
cg00301864,0.01754983
cg00302793,0.02102321
cg00303548,0.03897101
cg00304278,0.1076672
cg00307685,0.8556972
cg00308133,0.03351104
cg00308665,0.5108959
cg00309056,0.06200822
cg00309204,0.04392872
cg00311768,0.8610063
cg00312919,0.03910239
cg00314943,0.835004
cg00315936,0.1787389
cg00317680,0.2384726
cg00318573,0.1369716
cg00318865,0.05238734
cg00319692,0.7398384
cg00319761,0.02768389
cg00320243,0.03806871
cg00321065,0.03924359
cg00321478,0.9116477
cg00323915,0.4945968
cg00324733,0.05192406
cg00325491,0.5747863
cg00327185,0.1558393
cg00327483,0.9541006
cg00328227,0.240983
cg00331237,0.06589311
cg00331433,0.0559363
cg00332153,0.04559114
cg00332745,0.04964102
cg00333226,0.1357774
cg00333528,0.1887792
cg00334507,0.6089696
cg00335286,0.6692852
cg00336605,0.0465453
cg00338702,0.08603755
cg00338893,0.08634137
cg00340102,0.09518897
cg00342530,0.7793601
cg00343092,0.04087607
cg00344358,0.9409944
cg00344372,0.8243163
cg00344709,0.8353089
cg00346145,0.0992354
cg00347729,0.5810397
cg00347904,0.1671005
cg00350296,0.133085
cg00350478,0.815421
cg00350702,0.05042918
cg00351011,0.03630525
cg00353953,0.3745864
cg00354258,0.7965832
cg00354572,0.1534889
cg00355802,0.1081461
cg00359325,0.03721453
cg00359973,0.02996706
cg00363813,0.02080865
cg00364344,0.0580395
cg00364814,0.82805
cg00365193,0.1300704
cg00367281,0.8598782
cg00367438,0.1476159
cg00368022,0.06255516
cg00368415,0.01445795
cg00371195,0.8814679
cg00374717,0.8877091
cg00375964,0.07404282
cg00376639,0.07409808
cg00380464,0.03012728
cg00381076,0.02677005
cg00382515,0.04657683
cg00382991,0.05244869
cg00384537,0.8110891
cg00386408,0.1343223
cg00387170,0.07370905
cg00392257,0.7084137
cg00393585,0.1644286
cg00394658,0.4519138
cg00396163,0.0434968
cg00396894,0.8057112
cg00397545,0.4065041
cg00397740,0.04780991
cg00398048,0.1654479
cg00399483,0.1440703
cg00400028,0.4936742
cg00400263,0.9226295
cg00401678,0.3472932
cg00402366,0.06900892
cg00403724,0.5645273
cg00404599,0.1711352
cg00405070,0.07281914
cg00405568,0.0835896
cg00405677,0.04157106
cg00406188,0.6439499
cg00406844,0.8520823
cg00407150,0.828329
cg00410419,0.04598711
cg00410576,0.0328296
cg00410831,0.7200143
cg00410895,0.7195021
cg00410898,0.1964006
cg00410921,0.3825301
cg00411097,0.4109272
cg00412772,0.6979104
cg00412805,0.9390298
cg00413066,0.9545705
cg00415164,0.02896621
cg00415494,0.8686918
cg00415978,0.1053455
cg00415993,0.2185971
cg00417297,0.04305919
cg00418150,0.3042038
cg00419564,0.07229862
cg00420568,0.05804177
cg00420715,0.0681089
cg00420929,0.4611434
cg00422913,0.06045949
cg00424946,0.06772625
cg00425710,0.7414582
cg00425792,0.08464849
cg00426056,0.03670473
cg00426498,0.1817366
cg00426963,0.0541416
cg00427635,0.3294236
cg00429618,0.1289306
cg00430287,0.8488665
cg00430945,0.02529532
cg00431050,0.5796966
cg00431114,0.2705013
cg00431549,0.2553633
cg00432979,0.05367925
cg00433406,0.8706422
cg00434413,0.9783941
cg00435408,0.08764766
cg00436282,0.7524573
cg00436301,0.05526689
cg00436603,0.7988478
cg00441136,0.9446412
cg00441382,0.01919366
cg00443307,0.3279516
cg00445824,0.06087795
cg00446235,0.08697165
cg00447208,0.03528794
cg00448720,0.9164454
cg00449941,0.07387955
cg00451635,0.6474835
cg00453193,0.01485149
cg00453258,0.4926049
cg00459975,0.05492276
cg00461841,0.7287366
cg00462311,0.1903353
cg00462994,0.04253444
cg00463202,0.9240276
cg00463577,0.04860552
cg00463848,0.7144917
cg00464269,0.04140766
cg00465284,0.05692972
cg00465846,0.04484848
cg00466249,0.4526545
cg00466436,0.7980486
cg00466492,0.9381506
cg00466544,0.0516029
cg00468146,0.1020543
cg00469635,0.01391407
cg00471562,0.03789973
cg00472136,0.866688
cg00472814,0.04622951
cg00474004,0.7626932
cg00474209,0.06736597
cg00475955,0.03904273
cg00476577,0.2695444
cg00476580,0.0279545
cg00479269,0.09298661
cg00480115,0.8904486
cg00480209,0.04515101
cg00480356,0.1305031
cg00481227,0.2314411
cg00483154,0.02504744
cg00485296,0.03591833
cg00485380,0.05050394
cg00487159,0.04426621
cg00488300,0.9269064
cg00488364,0.8868892
cg00488718,0.04777718
cg00489401,0.09263343
cg00491404,0.8185459
cg00491839,0.05489549
cg00493400,0.03415842
cg00495415,0.03662322
cg00495442,0.07463557
cg00495491,0.7481077
cg00496170,0.03230347
cg00497084,0.8731583
cg00497251,0.04309814
cg00498305,0.4451883
cg00498604,0.2612887
cg00499599,0.08599574
cg00499822,0.1311579
cg00500400,0.05515588
cg00501366,0.826524
cg00502442,0.04281815
cg00503458,0.09669582
cg00503840,0.1202384
cg00504595,0.4225131
cg00509616,0.1950491
cg00509670,0.1561647
cg00510787,0.7706267
cg00510956,0.8154213
cg00511475,0.3820156
cg00512031,0.8374022
cg00512279,0.03798466
cg00512374,0.02725835
cg00513220,0.05306695
cg00513467,0.07866158
cg00514407,0.05101311
cg00514895,0.04852395
cg00515905,0.904985
cg00516481,0.2645645
cg00518911,0.86326
cg00518989,0.02339425
cg00519208,0.7762664
cg00519627,0.03260523
cg00520135,0.9352506
cg00520708,0.1547231
cg00521434,0.8656614
cg00521598,0.08267569
cg00522034,0.02286489
cg00522316,0.04601722
cg00524288,0.08023266
cg00528052,0.01897621
cg00528967,0.04063658
cg00532335,0.7005988
cg00532890,0.05581272
cg00534274,0.2671012
cg00534856,0.9623836
cg00536175,0.852878
cg00537910,0.8864846
cg00539322,0.6913717
cg00539716,0.04970992
cg00539955,0.7494515
cg00540544,0.03276916
cg00540769,0.3936731
cg00542846,0.5917293
cg00544557,0.9308741
cg00545573,0.09974564
cg00546491,0.3744562
cg00546897,0.4540209
cg00547018,0.1464059
cg00547789,0.2375303
cg00547829,0.07583136
cg00548060,0.7497137
cg00548268,0.4036207
cg00550617,0.6257089
cg00551244,0.8543876
cg00554173,0.9164138
cg00554250,0.1810606
cg00554682,0.05972886
cg00554702,0.2007648
cg00556408,0.8609025
cg00557354,0.03125
cg00559473,0.03595952
cg00560119,0.08153395
cg00563229,0.02693889
cg00563845,0.3592034
cg00563926,0.08632311
cg00563932,0.5310849
cg00564163,0.205878
cg00565075,0.152529
cg00565688,0.08288076
cg00566759,0.05495979
cg00567479,0.08162445
cg00567749,0.1758004
cg00568128,0.04191485
cg00568792,0.07387888
cg00569620,0.08448892
cg00571634,0.1283999
cg00572797,0.9845241
cg00573606,0.8581896
cg00575744,0.1137584
cg00576250,0.06767266
cg00577167,0.7331512
cg00577464,0.04710672
cg00578575,0.1187675
cg00579393,0.7333909
cg00579402,0.7113371
cg00581156,0.035987
cg00582372,0.8069498
cg00582628,0.4138089
cg00584022,0.05338503
cg00585790,0.2319749
cg00585846,0.06917224
cg00586909,0.1455648
cg00587613,0.8709623
cg00592315,0.449298
cg00594118,0.04076973
cg00594952,0.7818518
cg00596686,0.8197966
cg00597076,0.7013945
cg00598858,0.06648757
cg00600110,0.9491103
cg00600684,0.7870068
cg00601486,0.914722
cg00602891,0.1073583
cg00603172,0.8614959
cg00605270,0.0259467
cg00609097,0.05448946
cg00611397,0.8589522
cg00612467,0.0434351
cg00613255,0.892476
cg00613344,0.8245859
cg00614413,0.6732839
cg00615241,0.2550515
cg00615377,0.1300272
cg00615915,0.1498489
cg00616129,0.05320732
cg00616135,0.8803108
cg00616369,0.03967787
cg00617305,0.07204795
cg00618396,0.3242022
cg00619207,0.4203061
cg00620024,0.6423119
cg00620223,0.1252315
cg00620629,0.05300454
cg00620857,0.8809271
cg00622552,0.4100455
cg00622677,0.1152285
cg00623593,0.9222001
cg00625425,0.5914955
cg00625653,0.07234779
cg00626119,0.8166267
cg00626466,0.6308793
cg00627233,0.7041958
cg00627286,0.0443038
cg00629217,0.8328478
cg00629585,0.2035211
cg00630164,0.09031467
cg00630249,0.03020275
cg00630583,0.02912006
cg00631230,0.03746082
cg00633969,0.9186101
cg00634577,0.03102547
cg00635481,0.04509211
cg00636639,0.0322874
cg00638514,0.06902174
cg00642303,0.03162092
cg00643392,0.2003601
cg00644033,0.9132694
cg00645224,0.0365204
cg00645579,0.3754291
cg00645922,0.07173949
cg00646140,0.2012217
cg00646492,0.1594595
cg00647741,0.3807407
cg00648153,0.07273379
cg00648883,0.2803115
cg00650762,0.02733972
cg00650876,0.04029043
cg00651216,0.1095923
cg00653387,0.1406855
cg00654814,0.09100081
cg00654816,0.04965305
cg00655307,0.05045736
cg00655779,0.05354691
cg00657095,0.1518009
cg00657582,0.05103126
cg00658007,0.07261068
cg00658626,0.08743736
cg00659129,0.7657917
cg00659953,0.02028733
cg00660989,0.2827333
cg00661202,0.01507494
cg00661485,0.02673147
cg00662556,0.2079093
cg00662775,0.3378151
cg00665395,0.05324177
cg00666446,0.1264612
cg00666746,0.2550013
cg00668685,0.9425595
cg00669623,0.0303712
cg00669856,0.1657497
cg00671161,0.02957701
cg00672638,0.07292818
cg00673020,0.7326386
cg00673191,0.449147
cg00674922,0.2741913
cg00676660,0.05474806
cg00677811,0.09892473
cg00678539,0.127033
cg00679556,0.6554461
cg00679738,0.01603759
cg00682653,0.04619542
cg00684178,0.618634
cg00685836,0.03221406
cg00686022,0.9291384
cg00686623,0.04276149
cg00687674,0.3251613
cg00687686,0.04573236
cg00688421,0.03547322
cg00689010,0.8054778
cg00689014,0.8006182
cg00689340,0.6463768
cg00690049,0.5487257
cg00690280,0.6646274
cg00690893,0.091231
cg00691625,0.8907709
cg00691822,0.5117314
cg00692549,0.1374122
cg00693307,0.8809431
cg00695416,0.02409091
cg00696900,0.03116382
cg00698688,0.9148731
cg00702231,0.8870114
cg00702729,0.8618234
cg00704310,0.03592987
cg00704909,0.03856358
cg00705255,0.4154351
cg00706536,0.5605778
cg00707317,0.06529492
cg00708598,0.1610669
cg00708642,0.04911606
cg00711916,0.07519368
cg00712898,0.02428652
cg00714377,0.0430322
cg00717862,0.08988204
cg00718440,0.06537791
cg00718513,0.6817973
cg00718748,0.03907572
cg00720072,0.04210526
cg00720137,0.01312002
cg00720723,0.05086042
cg00722300,0.8049898
cg00724662,0.05836923
cg00725143,0.0138957
cg00725635,0.1590361
cg00725777,0.8407859
cg00727590,0.3323079
cg00727947,0.9343104
cg00728317,0.09930643
cg00728398,0.02172769
cg00728602,0.03120443
cg00729275,0.8210822
cg00729541,0.02533869
cg00729708,0.4536802
cg00729875,0.3313051
cg00730260,0.932685
cg00731459,0.02519084
cg00733682,0.03718333
cg00734993,0.05535763
cg00736326,0.08195066
cg00737514,0.07354825
cg00739120,0.2722444
cg00741717,0.7422969
cg00743372,0.03458878
cg00744433,0.7690063
cg00745543,0.9102338
cg00745735,0.6148723
cg00746083,0.04557555
cg00746130,0.1190893
cg00746981,0.04982952
cg00747849,0.3443018
cg00750606,0.7845392
cg00751288,0.03032121
cg00754253,0.2400675
cg00754617,0.716023
cg00755043,0.07449027
cg00755709,0.7817315
cg00756058,0.02495526
cg00756887,0.8436221
cg00757070,0.7099472
cg00757952,0.826377
cg00761755,0.02044595
cg00762512,0.05801727
cg00763679,0.04252535
cg00763889,0.6749785
cg00766729,0.05500251
cg00766889,0.03454746
cg00767581,0.1081225
cg00768439,0.1818289
cg00769470,0.9073797
cg00769520,0.04460094
cg00770279,0.04626364
cg00770871,0.02672428
cg00772000,0.1486664
cg00775197,0.0635618
cg00777121,0.03051502
cg00777555,0.03281097
cg00778920,0.06491432
cg00779924,0.1298186
cg00782174,0.0902658
cg00782854,0.05941151
cg00783759,0.041127
cg00784357,0.03625344
cg00791249,0.05569521
cg00792687,0.04394649
cg00792740,0.05663082
cg00792849,0.08206145
cg00793648,0.5873181
cg00793774,0.02994663
cg00795268,0.8476872
cg00795812,0.7370762
cg00796728,0.05935387
cg00798206,0.03983677
cg00799727,0.7375479
cg00800095,0.9310925
cg00804048,0.09928122
cg00804392,0.054344
cg00806490,0.09390254
cg00807586,0.0685962
cg00808492,0.848344
cg00810473,0.02779828
cg00810495,0.1111842
cg00811081,0.1149695
cg00812502,0.02587684
cg00814580,0.1056026
cg00815440,0.02705076
cg00815583,0.1065263
cg00815605,0.1153943
cg00816620,0.5186441
cg00818693,0.02696958
cg00818872,0.1015742
cg00819310,0.8379266
cg00819362,0.8983743
cg00819696,0.03702828
cg00821764,0.02331731
cg00822607,0.03401832
cg00823148,0.8529805
cg00824109,0.05959786
cg00825031,0.01314522
cg00826384,0.03129119
cg00827369,0.04854733
cg00828602,0.1513578
cg00830029,0.770366
cg00830393,0.04181626
cg00831028,0.0279666
cg00832517,0.1579851
cg00832994,0.09255162
cg00833393,0.03697577
cg00833777,0.1840708
cg00834796,0.08015564
cg00834958,0.09375768
cg00836605,0.04595474
cg00837103,0.411301
cg00838150,0.04769086
cg00839584,0.4236396
cg00839802,0.046052
cg00840403,0.09432083
cg00840516,0.6284484
cg00841581,0.04252035
cg00842351,0.2155689
cg00845900,0.9374735
cg00846036,0.3906634
cg00848394,0.03743859
cg00848397,0.03834317
cg00848461,0.6504918
cg00848728,0.008528881
cg00849368,0.09998128
cg00850538,0.8419631
cg00852964,0.1533666
cg00853068,0.08005752
cg00854637,0.04261327
cg00854995,0.04771689
cg00856375,0.04335664
cg00858899,0.1247147
cg00859193,0.03144034
cg00859655,0.9038461
cg00861635,0.07820788
cg00862041,0.4082492
cg00862290,0.5842376
cg00862770,0.05852479
cg00864867,0.07627866
cg00870662,0.07167408
cg00871453,0.05064178
cg00873037,0.06868336
cg00873937,0.06172225
cg00874863,0.5808581
cg00875272,0.07549086
cg00876704,0.05341784
cg00877887,0.05144762
cg00877964,0.05575139
cg00881086,0.07090804
cg00881370,0.9376896
cg00882451,0.879527
cg00882832,0.1346188
cg00884221,0.1614665
cg00884529,0.072667
cg00885506,0.1081461
cg00886554,0.0709037
cg00887101,0.07589766
cg00887547,0.103805
cg00887700,0.02980864
cg00888007,0.0354102
cg00888479,0.06601787
cg00888561,0.065557
cg00890257,0.02687597
cg00891278,0.06426097
cg00891541,0.4978452
cg00892393,0.7432099
cg00892798,0.02816832
cg00893242,0.04091008
cg00893636,0.02315522
cg00893987,0.08194639
cg00894577,0.4636265
cg00895324,0.6914757
cg00896220,0.7998766
cg00897329,0.07424442
cg00899086,0.0300798
cg00899641,0.04531292
cg00899659,0.2190491
cg00901493,0.04261695
cg00901652,0.07492114
cg00901683,0.03671864
cg00901704,0.05728006
cg00901766,0.1063325
cg00902195,0.0372281
cg00903242,0.2054645
cg00903375,0.03055632
cg00904483,0.9098877
cg00904574,0.04651691
cg00905170,0.02076541
cg00906183,0.04055729
cg00908551,0.05831271
cg00910067,0.1105625
cg00910168,0.7121996
cg00911351,0.178943
cg00911873,0.6262774
cg00912191,0.2141015
cg00912942,0.9387208
cg00915206,0.4605705
cg00915289,0.03690987
cg00916199,0.05319836
cg00916635,0.1317336
cg00917893,0.04910104
cg00918005,0.7549775
cg00918794,0.1018853
cg00919857,0.1563529
cg00920960,0.288477
cg00922727,0.0703125
cg00925229,0.0264704
cg00925717,0.06100275
cg00929606,0.3176931
cg00929855,0.06048011
cg00930078,0.04742081
cg00930194,0.1148709
cg00930873,0.08040594
cg00931491,0.4671743
cg00932276,0.3454779
cg00933411,0.320979
cg00935364,0.9300946
cg00935388,0.9134157
cg00935430,0.07677165
cg00936626,0.6828107
cg00939965,0.7109827
cg00940278,0.03344952
cg00940891,0.05125196
cg00941229,0.06617695
cg00941549,0.8035238
cg00943245,0.8085576
cg00943909,0.6136
cg00943950,0.07750896
cg00945507,0.1890772
cg00945862,0.9258458
cg00947019,0.05579837
cg00947275,0.145106
cg00948500,0.555205
cg00948524,0.04833057
cg00949442,0.1299247
cg00949554,0.1353926
cg00950418,0.02752583
cg00950621,0.04429712
cg00951770,0.806333
cg00953256,0.8967384
cg00953277,0.04898157
cg00954003,0.03982508
cg00954566,0.03242408
cg00955230,0.05558125
cg00955451,0.6058764
cg00958517,0.02549163
cg00958560,0.5213609
cg00960702,0.04511333
cg00962459,0.8258702
cg00962635,0.1545762
cg00962799,0.7859722
cg00964109,0.05632554
cg00967316,0.7146102
cg00968475,0.2449155
cg00968931,0.7187825
cg00969271,0.936228
cg00969446,0.6408722
cg00970325,0.1113924
cg00970385,0.1795688
cg00971396,0.0443658
cg00973286,0.04946738
cg00973334,0.110942
cg00973677,0.0433222
cg00974864,0.3047725
cg00976054,0.07943883
cg00977690,0.1171244
cg00979348,0.06342804
cg00980978,0.06526522
cg00981643,0.3526247
cg00983520,0.2763118
cg00983899,0.8515158
cg00984602,0.1367571
cg00986320,0.6931048
cg00987015,0.838945
cg00987379,0.1066801
cg00988256,0.8965585
cg00995065,0.5199115
cg00995152,0.8026716
cg00995327,0.06416073
cg00995520,0.5414692
cg00997424,0.09482289
cg01000094,0.8339449
cg01001286,0.2625549
cg01003992,0.06204742
cg01007201,0.9288909
cg01009664,0.04096935
cg01013324,0.03382353
cg01015871,0.6718598
cg01015879,0.085
cg01017147,0.2003337
cg01021485,0.02175295
cg01025762,0.0996732
cg01025842,0.05876972
cg01026744,0.7051499
cg01027739,0.0640828
cg01027805,0.07027611
cg01029592,0.7925493
cg01031251,0.6111811
cg01031400,0.02244309
cg01033160,0.03891539
cg01033938,0.1383877
cg01035238,0.8387097
cg01035422,0.8059766
cg01036012,0.7826004
cg01036148,0.01678135
cg01036173,0.06476254
cg01036779,0.04787942
cg01037108,0.03921881
cg01040062,0.02588915
cg01040759,0.03545286
cg01040850,0.5477687
cg01041367,0.07606104
cg01043330,0.4012276
cg01043831,0.8182917
cg01044662,0.1330541
cg01044722,0.0777027
cg01045423,0.09869691
cg01046174,0.05315306
cg01047414,0.04571073
cg01048931,0.07168411
cg01049530,0.05909972
cg01050433,0.08313212
cg01053621,0.9271789
cg01055695,0.8864776
cg01056155,0.03921173
cg01056568,0.5646867
cg01057962,0.02475831
cg01058368,0.7209473
cg01062029,0.03004058
cg01063524,0.1500657
cg01063813,0.1172557
cg01064307,0.02882045
cg01064957,0.02618837
cg01065920,0.05444631
cg01069256,0.06843085
cg01071811,0.4917393
cg01072821,0.7623021
cg01074640,0.9193351
cg01076838,0.8910633
cg01078276,0.02449019
cg01078434,0.8852521
cg01078689,0.7533969
cg01078871,0.0461014
cg01079126,0.3304058
cg01080862,0.6489397
cg01081263,0.1502302
cg01082679,0.05051745
cg01086868,0.4037291
cg01086895,0.1714032
cg01086978,0.07871696
cg01087382,0.5658647
cg01087710,0.04503424
cg01090445,0.06664842
cg01091448,0.05837454
cg01091565,0.8622093
cg01092036,0.8267505
cg01092561,0.01712306
cg01095395,0.6953291
cg01095482,0.9315685
cg01095590,0.05481405
cg01097940,0.0873742
cg01100784,0.06079386
cg01100796,0.2659574
cg01103730,0.8692065
cg01103836,0.9744511
cg01104423,0.04645531
cg01106788,0.8697236
cg01107031,0.08073997
cg01107741,0.03483566
cg01108476,0.9663671
cg01109219,0.8351568
cg01110312,0.7409366
cg01110846,0.03321765
cg01112452,0.4546068
cg01112778,0.6297539
cg01114088,0.08833785
cg01116966,0.02113606
cg01117627,0.03869513
cg01119135,0.8582386
cg01120165,0.05994775
cg01120307,0.9168229
cg01120308,0.1548718
cg01120761,0.5786695
cg01120898,0.05839026
cg01124420,0.4774764
cg01124961,0.02635351
cg01125463,0.3619608
cg01126560,0.1837037
cg01127428,0.9429559
cg01128603,0.170509
cg01129459,0.10108
cg01129847,0.185371
cg01130192,0.04565462
cg01131735,0.1057959
cg01134491,0.03448593
cg01135200,0.07304497
cg01135626,0.7433938
cg01136458,0.4657089
cg01137065,0.0566389
cg01137198,0.05031762
cg01137532,0.0176698
cg01137708,0.05254022
cg01137737,0.06874387
cg01138020,0.04908712
cg01139059,0.06967761
cg01139966,0.09051234
cg01140782,0.420472
cg01141769,0.06981982
cg01143454,0.1098616
cg01144251,0.8211746
cg01144286,0.03949224
cg01145389,0.09635416
cg01145396,0.7173279
cg01146980,0.04487535
cg01148741,0.1124567
cg01150454,0.03058636
cg01151686,0.02715702
cg01151699,0.07241835
cg01152019,0.09282993
cg01152499,0.06054391
