ID_REF,GSM1007141
cg00134787,0.816645
cg00135056,0.1075898
cg00135393,0.509542
cg00136105,0.06032344
cg00136405,0.4306437
cg00136477,0.7781948
cg00136736,0.05081148
cg00138126,0.6455085
cg00141162,0.06790318
cg00141550,0.8185579
cg00141845,0.4474206
cg00143376,0.3987356
cg00143998,0.06831697
cg00145118,0.5060509
cg00145348,0.07247319
cg00146096,0.03941032
cg00149659,0.08337186
cg00149976,0.02879151
cg00151234,0.09587357
cg00151607,0.02489885
cg00152644,0.8365932
cg00155167,0.0688362
cg00155485,0.07811844
cg00155609,0.03085593
cg00156216,0.07213058
cg00156744,0.01645792
cg00158308,0.0683364
cg00160914,0.2705314
cg00162401,0.01787665
cg00162643,0.04562518
cg00164041,0.1983607
cg00164898,0.04745239
cg00165981,0.0578586
cg00167504,0.02736156
cg00168082,0.05804658
cg00168785,0.1949299
cg00168942,0.5814094
cg00169548,0.4637504
cg00171126,0.04128761
cg00171161,0.0647242
cg00174500,0.8570539
cg00174901,0.2111052
cg00176210,0.4045649
cg00176879,0.9781076
cg00177013,0.02876342
cg00177698,0.04427988
cg00177923,0.04994233
cg00178790,0.03828574
cg00179446,0.08216971
cg00180012,0.03925417
cg00180631,0.2873911
cg00182461,0.06190125
cg00183782,0.7645862
cg00183916,0.0420865
cg00184884,0.02705628
cg00184893,0.04284184
cg00185103,0.8096662
cg00185839,0.03602082
cg00186141,0.03646243
cg00186701,0.2869127
cg00186954,0.5703201
cg00187380,0.1170068
cg00187686,0.2300885
cg00188348,0.8671837
cg00191052,0.1379099
cg00194146,0.131426
cg00195561,0.8930055
cg00197381,0.03909292
cg00197641,0.03842286
cg00199549,0.9393817
cg00200063,0.05642702
cg00201234,0.03844814
cg00202702,0.03936223
cg00202711,0.1355077
cg00204262,0.8793005
cg00206052,0.08410694
cg00207534,0.0389105
cg00208830,0.7882184
cg00208967,0.1851596
cg00209066,0.8950341
cg00209951,0.06429055
cg00210842,0.05023006
cg00211661,0.04868945
cg00212549,0.1981432
cg00213044,0.8678747
cg00213331,0.8577871
cg00213714,0.06065995
cg00214346,0.04270281
cg00214794,0.6292888
cg00214855,0.1471572
cg00215066,0.9509886
cg00216361,0.03596288
cg00216758,0.05237352
cg00217795,0.4715351
cg00221494,0.03165825
cg00223186,0.04967512
cg00223950,0.0558175
cg00224234,0.02712744
cg00224508,0.04111371
cg00226904,0.743135
cg00226923,0.9484949
cg00228799,0.0380868
cg00229387,0.3201786
cg00230271,0.05124686
cg00230368,0.05305227
cg00230502,0.120335
cg00230685,0.09123117
cg00231140,0.02480159
cg00231644,0.1577432
cg00231920,0.0238406
cg00233307,0.03846723
cg00234616,0.1435619
cg00234961,0.05473443
cg00236832,0.1089109
cg00237010,0.6866953
cg00238052,0.2036075
cg00239071,0.9720451
cg00239419,0.8750634
cg00239685,0.1020408
cg00240312,0.04768247
cg00240432,0.02645503
cg00240880,0.8814809
cg00241355,0.04668955
cg00242839,0.6526409
cg00243313,0.04199933
cg00245878,0.8751854
cg00247489,0.03129289
cg00250430,0.0895004
cg00253200,0.04521321
cg00256074,0.8601146
cg00256166,0.0395272
cg00256281,0.01744758
cg00259755,0.1077957
cg00260778,0.7626263
cg00261552,0.06607287
cg00261781,0.0358921
cg00262415,0.0662424
cg00263723,0.02254571
cg00263760,0.1048515
cg00265415,0.03977805
cg00265490,0.1316221
cg00268009,0.03295603
cg00268338,0.03983605
cg00269115,0.03017315
cg00269932,0.7883439
cg00273068,0.1211167
cg00273124,0.9103715
cg00274399,0.0892587
cg00275232,0.04975662
cg00276797,0.03544014
cg00278366,0.2613503
cg00279797,0.1355282
cg00280814,0.8623663
cg00280894,0.7159904
cg00282347,0.09657039
cg00282683,0.04660119
cg00283535,0.7126984
cg00288562,0.04416318
cg00290028,0.02984198
cg00290506,0.06767224
cg00291877,0.1113244
cg00292662,0.03709291
cg00292971,0.6005646
cg00293409,0.0771798
cg00294382,0.1023622
cg00295206,0.04424138
cg00295325,0.7214339
cg00296685,0.3279862
cg00297584,0.05299085
cg00297600,0.4265279
cg00298357,0.9475638
cg00298951,0.8456326
cg00301864,0.03097538
cg00302793,0.02305404
cg00303548,0.03845258
cg00304278,0.1351515
cg00307685,0.8747563
cg00308133,0.02153972
cg00308665,0.5793822
cg00309056,0.05708661
cg00309204,0.04755564
cg00311768,0.8280075
cg00312919,0.042927
cg00314943,0.8266667
cg00315936,0.1404005
cg00317680,0.1618324
cg00318573,0.2240649
cg00318865,0.03747769
cg00319692,0.7727867
cg00319761,0.02585948
cg00320243,0.04303015
cg00321065,0.0542397
cg00321478,0.8850133
cg00323915,0.4948792
cg00324733,0.0542894
cg00325491,0.7248832
cg00327185,0.1092209
cg00327483,0.9266658
cg00328227,0.177696
cg00331237,0.08952599
cg00331433,0.05740489
cg00332153,0.04188738
cg00332745,0.0529856
cg00333226,0.1147274
cg00333528,0.2309198
cg00334507,0.6724138
cg00335286,0.6716287
cg00336605,0.03241679
cg00338702,0.1081337
cg00338893,0.1068905
cg00340102,0.1665343
cg00342530,0.7399371
cg00343092,0.06196596
cg00344358,0.9285833
cg00344372,0.7814974
cg00344709,0.8691596
cg00346145,0.07542757
cg00347729,0.7142103
cg00347904,0.1522441
cg00350296,0.2188651
cg00350478,0.8165404
cg00350702,0.03866653
cg00351011,0.04221176
cg00353953,0.3484573
cg00354258,0.7591836
cg00354572,0.07482993
cg00355802,0.08456659
cg00359325,0.0313365
cg00359973,0.02543905
cg00363813,0.02331408
cg00364344,0.03538813
cg00364814,0.795596
cg00365193,0.1628377
cg00367281,0.7980506
cg00367438,0.1770318
cg00368022,0.04242305
cg00368415,0.01327974
cg00371195,0.8874928
cg00374717,0.8843453
cg00375964,0.090987
cg00376639,0.1275904
cg00380464,0.04077685
cg00381076,0.02836702
cg00382515,0.05035905
cg00382991,0.05483639
cg00384537,0.8116727
cg00386408,0.2295851
cg00387170,0.1003236
cg00392257,0.6748366
cg00393585,0.1122085
cg00394658,0.5208333
cg00396163,0.03310345
cg00396894,0.6168681
cg00397545,0.4073093
cg00397740,0.04967916
cg00398048,0.2683302
cg00399483,0.1853786
cg00400028,0.3426795
cg00400263,0.9287152
cg00401678,0.4474148
cg00402366,0.07037351
cg00403724,0.5302768
cg00404599,0.1334002
cg00405070,0.07360265
cg00405568,0.05641816
cg00405677,0.04077129
cg00406188,0.7913295
cg00406844,0.8481041
cg00407150,0.7855451
cg00410419,0.03970098
cg00410576,0.03589359
cg00410831,0.7978783
cg00410895,0.7626788
cg00410898,0.1598684
cg00410921,0.4641515
cg00411097,0.2290307
cg00412772,0.7339464
cg00412805,0.9190489
cg00413066,0.9305665
cg00415164,0.02392237
cg00415494,0.9008002
cg00415978,0.07664442
cg00415993,0.4051833
cg00417297,0.0489062
cg00418150,0.3004152
cg00419564,0.05764075
cg00420568,0.06654344
cg00420715,0.04473146
cg00420929,0.4410626
cg00422913,0.09248506
cg00424946,0.05933815
cg00425710,0.7660535
cg00425792,0.1171131
cg00426056,0.023364
cg00426498,0.1714126
cg00426963,0.05014245
cg00427635,0.3105247
cg00429618,0.1763375
cg00430287,0.8506525
cg00430945,0.02588867
cg00431050,0.6665335
cg00431114,0.2645382
cg00431549,0.3215916
cg00432979,0.0506536
cg00433406,0.9132296
cg00434413,0.9679451
cg00435408,0.08153846
cg00436282,0.8281665
cg00436301,0.08339299
cg00436603,0.8770359
cg00441136,0.9486187
cg00441382,0.02149894
cg00443307,0.4468547
cg00445824,0.03873862
cg00446235,0.08089087
cg00447208,0.01912022
cg00448720,0.824896
cg00449941,0.06919564
cg00451635,0.657378
cg00453193,0.01794235
cg00453258,0.7630173
cg00459975,0.05922304
cg00461841,0.6898907
cg00462311,0.1437403
cg00462994,0.05374542
cg00463202,0.9370355
cg00463577,0.03358043
cg00463848,0.8
cg00464269,0.04365042
cg00465284,0.07277354
cg00465846,0.05111705
cg00466249,0.4251189
cg00466436,0.8294974
cg00466492,0.9492018
cg00466544,0.03803279
cg00468146,0.1595521
cg00469635,0.0156326
cg00471562,0.02860144
cg00472136,0.8719221
cg00472814,0.04475159
cg00474004,0.6774573
cg00474209,0.06379073
cg00475955,0.03587485
cg00476577,0.1357725
cg00476580,0.02529874
cg00479269,0.06942868
cg00480115,0.8744856
cg00480209,0.03319448
cg00480356,0.2068632
cg00481227,0.2491059
cg00483154,0.02484179
cg00485296,0.02034466
cg00485380,0.0566912
cg00487159,0.02963485
cg00488300,0.9091539
cg00488364,0.9023929
cg00488718,0.05847711
cg00489401,0.1272868
cg00491404,0.8117835
cg00491839,0.05424362
cg00493400,0.05945845
cg00495415,0.04015595
cg00495442,0.0451146
cg00495491,0.7012926
cg00496170,0.05179517
cg00497084,0.8653128
cg00497251,0.03552606
cg00498305,0.3045129
cg00498604,0.1536836
cg00499599,0.0633955
cg00499822,0.1170626
cg00500400,0.05227047
cg00501366,0.8340161
cg00502442,0.05389838
cg00503458,0.1556684
cg00503840,0.1227798
cg00504595,0.4707865
cg00509616,0.1694156
cg00509670,0.1486249
cg00510787,0.7360246
cg00510956,0.8654613
cg00511475,0.386917
cg00512031,0.8801482
cg00512279,0.0348044
cg00512374,0.05380477
cg00513220,0.05541713
cg00513467,0.09214456
cg00514407,0.0625
cg00514895,0.05288893
cg00515905,0.9250828
cg00516481,0.3043049
cg00518911,0.8489566
cg00518989,0.02137714
cg00519208,0.7280525
cg00519627,0.04923618
cg00520135,0.9185105
cg00520708,0.1235392
cg00521434,0.8331603
cg00521598,0.05555556
cg00522034,0.02231142
cg00522316,0.05457089
cg00524288,0.06501703
cg00528052,0.01988392
cg00528967,0.02801547
cg00532335,0.7119857
cg00532890,0.04949435
cg00534274,0.2781
cg00534856,0.943287
cg00536175,0.7988687
cg00537910,0.9181934
cg00539322,0.7853474
cg00539716,0.0512952
cg00539955,0.7899856
cg00540544,0.02151954
cg00540769,0.3627515
cg00542846,0.560172
cg00544557,0.9370165
cg00545573,0.09808413
cg00546491,0.2917919
cg00546897,0.4776753
cg00547018,0.2323997
cg00547789,0.06314286
cg00547829,0.103955
cg00548060,0.7761506
cg00548268,0.4568154
cg00550617,0.6300148
cg00551244,0.8666667
cg00554173,0.8365401
cg00554250,0.2305567
cg00554682,0.05543946
cg00554702,0.1420854
cg00556408,0.8598167
cg00557354,0.0224075
cg00559473,0.0437414
cg00560119,0.07049524
cg00563229,0.0326559
cg00563845,0.4326169
cg00563926,0.2739079
cg00563932,0.4812176
cg00564163,0.2551422
cg00565075,0.1483242
cg00565688,0.1014662
cg00566759,0.05008524
cg00567479,0.08796109
cg00567749,0.1485812
cg00568128,0.06864002
cg00568792,0.07917687
cg00569620,0.08853187
cg00571634,0.1067358
cg00572797,0.9867727
cg00573606,0.9
cg00575744,0.06295455
cg00576250,0.09238106
cg00577167,0.7798658
cg00577464,0.0331036
cg00578575,0.1852232
cg00579393,0.7704448
cg00579402,0.7742729
cg00581156,0.04163781
cg00582372,0.6464689
cg00582628,0.3727052
cg00584022,0.04465638
cg00585790,0.3564714
cg00585846,0.05707762
cg00586909,0.1273997
cg00587613,0.8848315
cg00592315,0.8258951
cg00594118,0.03395798
cg00594952,0.8776978
cg00596686,0.7631941
cg00597076,0.6347299
cg00598858,0.02884615
cg00600110,0.931812
cg00600684,0.8386407
cg00601486,0.9146859
cg00602891,0.06649475
cg00603172,0.8946391
cg00605270,0.05497076
cg00609097,0.04187566
cg00611397,0.8218302
cg00612467,0.04281046
cg00613255,0.8873359
cg00613344,0.7593583
cg00614413,0.6840243
cg00615241,0.3976516
cg00615377,0.2209232
cg00615915,0.1047137
cg00616129,0.03836352
cg00616135,0.8735045
cg00616369,0.03891929
cg00617305,0.06529517
cg00618396,0.03347205
cg00619207,0.3610227
cg00620024,0.5792886
cg00620223,0.07630029
cg00620629,0.02620029
cg00620857,0.8902455
cg00622552,0.2824042
cg00622677,0.1211213
cg00623593,0.9139516
cg00625425,0.5958744
cg00625653,0.06526536
cg00626119,0.7059145
cg00626466,0.5628592
cg00627233,0.7385926
cg00627286,0.06354947
cg00629217,0.8090433
cg00629585,0.1355357
cg00630164,0.1105217
cg00630249,0.02501765
cg00630583,0.0244672
cg00631230,0.04010405
cg00633969,0.9387928
cg00634577,0.03624856
cg00635481,0.03386145
cg00636639,0.04558405
cg00638514,0.09546828
cg00642303,0.03733134
cg00643392,0.3320828
cg00644033,0.9445686
cg00645224,0.03500969
cg00645579,0.5464483
cg00645922,0.05277338
cg00646140,0.1089965
cg00646492,0.1293353
cg00647741,0.4660088
cg00648153,0.06400966
cg00648883,0.2671329
cg00650762,0.02649696
cg00650876,0.03657799
cg00651216,0.074403
cg00653387,0.1157354
cg00654814,0.1299707
cg00654816,0.04625328
cg00655307,0.0444877
cg00655779,0.04160879
cg00657095,0.1135479
cg00657582,0.06490201
cg00658007,0.07099957
cg00658626,0.09772625
cg00659129,0.7956864
cg00659953,0.03177479
cg00660989,0.2910615
cg00661202,0.0213832
cg00661485,0.03430181
cg00662556,0.1326926
cg00662775,0.3103448
cg00665395,0.03853112
cg00666446,0.1335349
cg00666746,0.2793877
cg00668685,0.9415479
cg00669623,0.03768757
cg00669856,0.08971553
cg00671161,0.02102633
cg00672638,0.06
cg00673020,0.5701574
cg00673191,0.4264008
cg00674922,0.2573296
cg00676660,0.06823266
cg00677811,0.03806934
cg00678539,0.1509399
cg00679556,0.6586366
cg00679738,0.01775631
cg00682653,0.03766624
cg00684178,0.2686084
cg00685836,0.02179305
cg00686022,0.9025729
cg00686623,0.04800256
cg00687674,0.4012964
cg00687686,0.08092074
cg00688421,0.02750258
cg00689010,0.7795629
cg00689014,0.744487
cg00689340,0.629319
cg00690049,0.156193
cg00690280,0.6741511
cg00690893,0.06401699
cg00691625,0.8412535
cg00691822,0.5900955
cg00692549,0.07952116
cg00693307,0.8630157
cg00695416,0.02806804
cg00696900,0.05034102
cg00698688,0.9033834
cg00702231,0.8135095
cg00702729,0.8928213
cg00704310,0.04184039
cg00704909,0.02890085
cg00705255,0.3358768
cg00706536,0.5435323
cg00707317,0.03164775
cg00708598,0.2215914
cg00708642,0.06754676
cg00711916,0.07086737
cg00712898,0.01532602
cg00714377,0.03506224
cg00717862,0.1034176
cg00718440,0.04769608
cg00718513,0.6629754
cg00718748,0.04112304
cg00720072,0.0357167
cg00720137,0.02491625
cg00720723,0.05271845
cg00722300,0.8160282
cg00724662,0.04155733
cg00725143,0.0241347
cg00725635,0.1454816
cg00725777,0.835438
cg00727590,0.2629353
cg00727947,0.9325662
cg00728317,0.1020015
cg00728398,0.03345023
cg00728602,0.02402958
cg00729275,0.8100367
cg00729541,0.02372309
cg00729708,0.6798542
cg00729875,0.3983423
cg00730260,0.9030743
cg00731459,0.02032593
cg00733682,0.02627171
cg00734993,0.04352474
cg00736326,0.06800263
cg00737514,0.05952249
cg00739120,0.3585537
cg00741717,0.8241419
cg00743372,0.04556581
cg00744433,0.7952839
cg00745543,0.9107379
cg00745735,0.7232323
cg00746083,0.03559715
cg00746130,0.08396287
cg00746981,0.03337652
cg00747849,0.268947
cg00750606,0.7158842
cg00751288,0.02649974
cg00754253,0.244879
cg00754617,0.6987463
cg00755043,0.05955118
cg00755709,0.806956
cg00756058,0.0287586
cg00756887,0.8355095
cg00757070,0.7361894
cg00757952,0.7829269
cg00761755,0.01909625
cg00762512,0.04108649
cg00763679,0.03641112
cg00763889,0.6660534
cg00766729,0.0462406
cg00766889,0.03898075
cg00767581,0.2014459
cg00768439,0.07208974
cg00769470,0.8801627
cg00769520,0.03953489
cg00770279,0.0374957
cg00770871,0.02695909
cg00772000,0.1681862
cg00775197,0.09258488
cg00777121,0.02812929
cg00777555,0.03620021
cg00778920,0.07998359
cg00779924,0.1183673
cg00782174,0.09620758
cg00782854,0.06048256
cg00783759,0.04110057
cg00784357,0.04440557
cg00791249,0.05701087
cg00792687,0.04487865
cg00792740,0.041975
cg00792849,0.08144578
cg00793648,0.8039436
cg00793774,0.03629888
cg00795268,0.8507876
cg00795812,0.6985745
cg00796728,0.05620863
cg00798206,0.03034171
cg00799727,0.6085011
cg00800095,0.9490537
cg00804048,0.08465608
cg00804392,0.05721494
cg00806490,0.08571177
cg00807586,0.06647777
cg00808492,0.8428571
cg00810473,0.02374228
cg00810495,0.1151811
cg00811081,0.09036472
cg00812502,0.02387917
cg00814580,0.1396455
cg00815440,0.02835868
cg00815583,0.07365546
cg00815605,0.2812357
cg00816620,0.5710024
cg00818693,0.0240524
cg00818872,0.06676449
cg00819310,0.8249909
cg00819362,0.8729937
cg00819696,0.0388699
cg00821764,0.02186442
cg00822607,0.04457587
cg00823148,0.7276531
cg00824109,0.07399148
cg00825031,0.009828757
cg00826384,0.04081754
cg00827369,0.03555333
cg00828602,0.07427055
cg00830029,0.7645296
cg00830393,0.0406504
cg00831028,0.02127527
cg00832517,0.1363529
cg00832994,0.1069634
cg00833393,0.04500314
cg00833777,0.3090994
cg00834796,0.04676175
cg00834958,0.09508349
cg00836605,0.05565026
cg00837103,0.3931411
cg00838150,0.05465005
cg00839584,0.4699152
cg00839802,0.05773726
cg00840403,0.05164093
cg00840516,0.6736118
cg00841581,0.0513403
cg00842351,0.1093544
cg00845900,0.9427725
cg00846036,0.4238921
cg00848394,0.02975149
cg00848397,0.03871565
cg00848461,0.7358871
cg00848728,0.01734386
cg00849368,0.06559426
cg00850538,0.8565972
cg00852964,0.1075426
cg00853068,0.07238715
cg00854637,0.04761905
cg00854995,0.04096051
cg00856375,0.03820919
cg00858899,0.08885384
cg00859193,0.0186945
cg00859655,0.8679771
cg00861635,0.06219184
cg00862041,0.08974193
cg00862290,0.7129422
cg00862770,0.0396325
cg00864867,0.06065264
cg00870662,0.05490196
cg00871453,0.03946281
cg00873037,0.07520892
cg00873937,0.0753756
cg00874863,0.62916
cg00875272,0.09794208
cg00876704,0.08850326
cg00877887,0.04638745
cg00877964,0.0417481
cg00881086,0.05386819
cg00881370,0.9471018
cg00882451,0.9294598
cg00882832,0.07135929
cg00884221,0.1126447
cg00884529,0.0643637
cg00885506,0.06855879
cg00886554,0.05795826
cg00887101,0.09245411
cg00887547,0.07755052
cg00887700,0.02455017
cg00888007,0.02485762
cg00888479,0.06667651
cg00888561,0.07032987
cg00890257,0.05797329
cg00891278,0.07951939
cg00891541,0.6657978
cg00892393,0.7212614
cg00892798,0.04587613
cg00893242,0.0368217
cg00893636,0.02815597
cg00893987,0.05582727
cg00894577,0.4984194
cg00895324,0.586071
cg00896220,0.8116295
cg00897329,0.08893238
cg00899086,0.04910007
cg00899641,0.04156682
cg00899659,0.3085424
cg00901493,0.0518362
cg00901652,0.04749287
cg00901683,0.02072712
cg00901704,0.06592836
cg00901766,0.0725712
cg00902195,0.02944076
cg00903242,0.1707534
cg00903375,0.02519583
cg00904483,0.9212871
cg00904574,0.05023797
cg00905170,0.01601919
cg00906183,0.0367238
cg00908551,0.05600321
cg00910067,0.08137656
cg00910168,0.7552066
cg00911351,0.2178465
cg00911873,0.6416559
cg00912191,0.1386018
cg00912942,0.9549516
cg00915206,0.06173134
cg00915289,0.02295796
cg00916199,0.02314531
cg00916635,0.09863805
cg00917893,0.06902815
cg00918005,0.8868507
cg00918794,0.07324447
cg00919857,0.1244605
cg00920960,0.1649215
cg00922727,0.09458721
cg00925229,0.03275481
cg00925717,0.07025885
cg00929606,0.2812138
cg00929855,0.04245283
cg00930078,0.0364414
cg00930194,0.1568488
cg00930873,0.05547392
cg00931491,0.5755143
cg00932276,0.03976292
cg00933411,0.3679793
cg00935364,0.8996283
cg00935388,0.9166079
cg00935430,0.05118376
cg00936626,0.525361
cg00939965,0.7468712
cg00940278,0.03488467
cg00940891,0.04067931
cg00941229,0.06407563
cg00941549,0.7956383
cg00943245,0.7660155
cg00943909,0.5368738
cg00943950,0.04899473
cg00945507,0.1668827
cg00945862,0.8881857
cg00947019,0.04633345
cg00947275,0.1012936
cg00948500,0.5244098
cg00948524,0.02839945
cg00949442,0.1998869
cg00949554,0.1025126
cg00950418,0.01843164
cg00950621,0.04915557
cg00951770,0.786516
cg00953256,0.8988624
cg00953277,0.03734671
cg00954003,0.03494467
cg00954566,0.03748175
cg00955230,0.0818193
cg00955451,0.6908821
cg00958517,0.03406182
cg00958560,0.503736
cg00960702,0.04236045
cg00962459,0.8099808
cg00962635,0.1196224
cg00962799,0.7843739
cg00964109,0.04558321
cg00967316,0.7448117
cg00968475,0.09362154
cg00968931,0.6910263
cg00969271,0.9369767
cg00969446,0.6783625
cg00970325,0.1156611
cg00970385,0.1303715
cg00971396,0.03839821
cg00973286,0.0286099
cg00973334,0.1079589
cg00973677,0.04166327
cg00974864,0.3752553
cg00976054,0.08067369
cg00977690,0.1257669
cg00979348,0.0771751
cg00980978,0.03963964
cg00981643,0.1925428
cg00983520,0.4337459
cg00983899,0.8071506
cg00984602,0.1339286
cg00986320,0.730704
cg00987015,0.7931091
cg00987379,0.1095344
cg00988256,0.9104038
cg00995065,0.6147979
cg00995152,0.7197697
cg00995327,0.04696466
cg00995520,0.3902572
cg00997424,0.1041574
cg01000094,0.8713205
cg01001286,0.1824653
cg01003992,0.09667625
cg01007201,0.9224597
cg01009664,0.07373066
cg01013324,0.04453712
cg01015871,0.5690814
cg01015879,0.06188647
cg01017147,0.3616229
cg01021485,0.02736443
cg01025762,0.06326339
cg01025842,0.06627063
cg01026744,0.7390392
cg01027739,0.07416705
cg01027805,0.06006806
cg01029592,0.8052147
cg01031251,0.6189344
cg01031400,0.02197359
cg01033160,0.04093063
cg01033938,0.1191698
cg01035238,0.8130586
cg01035422,0.8822506
cg01036012,0.8658603
cg01036148,0.02525307
cg01036173,0.06786109
cg01036779,0.03624349
cg01037108,0.0345512
cg01040062,0.04933921
cg01040759,0.03793821
cg01040850,0.5274427
cg01041367,0.1131069
cg01043330,0.3955007
cg01043831,0.7900977
cg01044662,0.1239471
cg01044722,0.09722222
cg01045423,0.08174098
cg01046174,0.04037182
cg01047414,0.03433999
cg01048931,0.04634774
cg01049530,0.0657082
cg01050433,0.0754902
cg01053621,0.9456877
cg01055695,0.881032
cg01056155,0.033804
cg01056568,0.5098584
cg01057962,0.01718532
cg01058368,0.7358519
cg01062029,0.03410996
cg01063524,0.1117479
cg01063813,0.07588167
cg01064307,0.03084608
cg01064957,0.02311582
cg01065920,0.04172407
cg01069256,0.05111757
cg01071811,0.5731753
cg01072821,0.6983616
cg01074640,0.93331
cg01076838,0.8938642
cg01078276,0.02024922
cg01078434,0.868767
cg01078689,0.7742012
cg01078871,0.03957317
cg01079126,0.03503185
cg01080862,0.04152393
cg01081263,0.1379426
cg01082679,0.03019213
cg01086868,0.0837595
cg01086895,0.1419396
cg01086978,0.05801502
cg01087382,0.5504241
cg01087710,0.041533
cg01090445,0.06786969
cg01091448,0.05551497
cg01091565,0.8661559
cg01092036,0.8863273
cg01092561,0.01398556
cg01095395,0.6932642
cg01095482,0.9358034
cg01095590,0.04412052
cg01097940,0.08667843
cg01100784,0.04925242
cg01100796,0.2102377
cg01103730,0.870583
cg01103836,0.9802988
cg01104423,0.05883858
cg01106788,0.8816061
cg01107031,0.07809847
cg01107741,0.06004679
cg01108476,0.9633413
cg01109219,0.8204497
cg01110312,0.7189474
cg01110846,0.04558347
cg01112452,0.08257367
cg01112778,0.6634461
cg01114088,0.1110876
cg01116966,0.02315208
cg01117627,0.05168724
cg01119135,0.8705868
cg01120165,0.08643985
cg01120307,0.9035313
cg01120308,0.1668032
cg01120761,0.608
cg01120898,0.04747237
cg01124420,0.3106479
cg01124961,0.03377941
cg01125463,0.3123254
cg01126560,0.2701673
cg01127428,0.9233328
cg01128603,0.1636814
cg01129459,0.1136995
cg01129847,0.379277
cg01130192,0.04368202
cg01131735,0.05213642
cg01134491,0.02188032
cg01135200,0.07496368
cg01135626,0.5225806
cg01136458,0.4398148
cg01137065,0.05983197
cg01137198,0.03185147
cg01137532,0.0276136
cg01137708,0.0329014
cg01137737,0.05488851
cg01138020,0.05147588
cg01139059,0.1382233
cg01139966,0.05749215
cg01140782,0.06980577
cg01141769,0.05812984
cg01143454,0.107907
cg01144251,0.8095078
cg01144286,0.04341037
cg01145389,0.04408931
cg01145396,0.7130455
cg01146980,0.0365402
cg01148741,0.09224044
cg01150454,0.05452979
cg01151686,0.04239095
cg01151699,0.08942589
cg01152019,0.0627391
