,0
cg22490255,0.0012546470797602243
cg10804656,0.0012458642727611858
cg07971797,0.0012458327261339998
cg02008154,0.001243117562092518
cg04598744,0.0012353642381113766
cg07080372,0.0012133981241409246
cg08742106,0.0011936232404328993
cg22454769,0.001193278091454686
cg14341579,0.0011781645955695568
cg17902858,0.0011653062250125102
cg13744304,0.0011606282308922356
cg01763090,0.0011603918930171066
cg26937148,0.0011513609400242016
cg07703401,0.0011452252175574958
cg06279276,0.0010926820456589655
cg02271621,0.0010865278847339607
cg15319457,0.0010780418951822138
cg20723355,0.0010774202217539368
cg23744638,0.0010647502387958964
cg09313439,0.0010431962065044456
cg22986597,0.0010291989218771565
cg23121547,0.001018716685801103
cg24724428,0.0010117041382616768
cg09499629,0.0010076293482471647
cg24350475,0.000980649306066346
cg17524886,0.0009769938361892565
cg21159778,0.0009747373279795672
cg09872233,0.0009746753547073075
cg08402568,0.0009546062499947356
cg09462576,0.000953564249838069
cg00602326,0.0009242460311197252
cg07553761,0.0008965208231340704
cg22024876,0.000894639611165481
cg07547549,0.0008944116220930551
cg22675937,0.0008917465352908207
cg23282949,0.0008907819226031841
cg26937530,0.0008723801830281895
cg03160135,0.0008723237633593726
cg01805282,0.0008498687875838864
cg03473532,0.0008489497938483555
cg16015712,0.0008404728196180902
cg13807496,0.0008396094470022025
cg06710522,0.0008120750746333815
cg02613386,0.000808288152977404
cg01557798,0.0008072501832905817
cg07314414,0.0008054952256753062
cg17430393,0.0007898036514697032
cg08860710,0.0007778582962414058
cg08160331,0.0007726907701531412
cg23967169,0.0007639079792661842
cg09877136,0.0007343974016409989
cg17977409,0.0007320271072242169
cg20442599,0.0007270033256623067
cg15337897,0.000720090749322471
cg20429911,0.0007180119904666532
cg01542019,0.0007064001304477234
cg10207745,0.0007059967163843042
cg11935147,0.0006884336323271949
cg16454902,0.0006857494801992978
cg01620164,0.0006829918990181902
cg16008966,0.0006664646527189252
cg19370515,0.000664927965212959
cg23040064,0.000661493924376798
cg25410668,0.0006600453299877128
cg07862768,0.0006509692385347142
cg07752420,0.0006423474150124249
cg07595113,0.0006407514133240441
cg09175724,0.0006353932493617512
cg02492740,0.0006171553958484217
cg12858514,0.0006127646919812355
cg00853940,0.0006121585417562154
cg00027083,0.0006034049254011149
cg07920503,0.0006029785758383422
cg06493994,0.000602638601934929
cg19912436,0.0006022539638736142
cg21572722,0.0006017922858579717
cg04671742,0.000597924613869851
cg04805109,0.0005955648254852456
cg00422578,0.0005891889608863063
cg03996822,0.0005766968006967259
cg11540735,0.0005725414479313148
cg25611931,0.000571894340869412
cg04126816,0.0005700814800290991
cg11970349,0.0005680300570631007
cg11299964,0.0005670105281853753
cg14683036,0.0005608846849048965
cg10484450,0.000557428797857071
cg15310873,0.000547371462990422
cg07556888,0.0005446822909307991
cg18473521,0.0005426210601417014
cg26309498,0.00053803404496582
cg02513379,0.0005320780250011762
cg07133445,0.0005275850086471038
cg14225485,0.0005258682750788759
cg01528542,0.0005242157309647347
cg15480367,0.0005228503031259033
cg02699167,0.0005199430645223568
cg26316946,0.0005169773688654365
cg08582555,0.000506148350050411
cg23075568,0.0005053502894102776
cg19761273,0.0005006041814132687
cg05404236,0.0004998884945958256
cg08918749,0.0004990500970457053
cg06458239,0.0004918627734311571
cg24880818,0.0004894944993911178
cg02966851,0.00048611646564050806
cg23368787,0.00048449688634868347
cg07850604,0.00047738152330694186
cg02975081,0.0004753204993718728
cg15669092,0.00047087903593625967
cg17110586,0.0004671150195394157
cg19560758,0.00045907186586571715
cg18380975,0.0004528246588914123
cg17685111,0.00043499517111185687
cg09401099,0.00043454035591901526
cg09676860,0.0004343083899208107
cg08622677,0.0004321069742706446
cg21331821,0.00043188573971290423
cg18267374,0.0004276394264633215
cg08687163,0.0004224285636738924
cg03259243,0.00041448890853953643
cg11176990,0.00040484234489555557
cg25058957,0.0004046370967424798
cg11896923,0.00040402864100428883
cg12589433,0.000401218270135368
cg14311362,0.00039964987753265415
cg06334284,0.00039055274116148127
cg06784991,0.0003884833649458883
cg14556683,0.0003884619317459742
cg08849574,0.0003830849389729506
cg18343474,0.0003815111711200235
cg25234611,0.0003758255121737558
cg03236802,0.0003757221203671904
cg23211240,0.00036855961715787783
cg02910574,0.00036830404099483065
cg24382686,0.00036233172735871343
cg05897048,0.0003616900110494576
cg24715245,0.0003597799065193473
cg00484358,0.0003593578878351959
cg18826637,0.00035858308237889694
cg08453194,0.000357393829276317
cg23373640,0.00035408582614729426
cg12534424,0.0003531497842798431
cg07350590,0.00035236114501259675
cg11011938,0.0003490500658438359
cg00590036,0.00034585837323343623
cg13784792,0.0003419621787598065
cg26005082,0.00034191207205421295
cg07568841,0.00034101302770992684
cg12392473,0.0003401686254118154
cg13359415,0.0003380264951706969
cg13649056,0.00033647234295583006
cg16254309,0.00033230199629059355
cg21911021,0.00033093578427345513
cg24311382,0.0003301124939234565
cg16276523,0.0003295460744825864
cg05067377,0.00032806637655907153
cg11220950,0.00032558618414430944
cg00874817,0.0003249707408360891
cg06782035,0.0003238228010533739
cg06183820,0.000323764680169575
cg11071401,0.0003231285455746102
cg19357918,0.00032016161391735837
cg14692377,0.0003197550116249871
cg21108767,0.0003178601224744249
cg00523628,0.0003167030683765014
cg01786715,0.00031646484683181867
cg17457560,0.0003111494065090425
cg19221959,0.000309569298066863
cg12042678,0.0003082549279985943
cg08417338,0.0003075906996466287
cg26968812,0.00030738703317394054
cg16539629,0.00030624692947069776
cg07442479,0.00030301024341830953
cg24369989,0.0003020357451721305
cg10323433,0.00030031850260023047
cg14674720,0.00029955665514839157
cg01830294,0.00029868868223375015
cg15341124,0.0002957242063257933
cg19945840,0.0002938891533943933
cg26399113,0.00029186555960161243
cg12435758,0.0002917229571393796
cg20979799,0.00029135044158787516
cg09924998,0.00029096578891617616
cg01640684,0.0002900400574636419
cg12325455,0.0002890191601426516
cg00481951,0.00028783879958401787
cg13830730,0.0002871156210205197
cg19007167,0.0002868966519989948
cg24713204,0.00028688294404211306
cg05205664,0.00028611179260069783
cg05714496,0.0002856868189301276
cg08263416,0.0002844240473428411
cg08252303,0.0002829002666396896
cg05670348,0.0002812523812274912
cg17280346,0.000280993320653292
cg12900739,0.0002797642150293491
cg26982321,0.0002757969193740128
cg19049077,0.00027542086206647107
cg14092988,0.0002745837238757189
cg11084334,0.00027042378367612806
cg21743597,0.0002692611952751474
cg00063291,0.0002664061018397668
cg12189835,0.0002652560251150862
cg02514022,0.000259494124377082
cg20792062,0.0002588312239131052
cg05373875,0.00025828639169323984
cg08468689,0.0002580651218694732
cg01017147,0.0002562547161950626
cg04684516,0.00025535813832549544
cg14974722,0.000251916211210575
cg05991454,0.0002505006293336779
cg06942685,0.0002498420509726486
cg10137837,0.0002478842712668785
cg08847636,0.00024680249744194166
cg02650266,0.00024098793873265686
cg03041029,0.00023866430810765381
cg21531688,0.00023631575282472537
cg21459229,0.00023476194088681786
cg17321954,0.00022808116833603913
cg12757011,0.00022802178353682832
cg23002761,0.0002273608544594298
cg25778262,0.00022727698861807233
cg07544187,0.00022476495153002143
cg23173402,0.00022371589021372206
cg13921352,0.0002235063792475617
cg25822709,0.00022268021119946455
cg03850113,0.00022046899102019305
cg07416237,0.0002188093699776803
cg19702785,0.00021782346187005538
cg07217499,0.00021676981211617787
cg12833872,0.00021315031300840604
cg14244013,0.00021177068624941183
cg16717122,0.00021041728078442342
cg26280713,0.00020860751071113728
cg09449905,0.000208052352125506
cg24774956,0.00020771347840783046
cg03992069,0.00020608846825244002
cg23665603,0.00020364791854188944
cg01580888,0.00020353475418698625
cg27340723,0.0002021818845852175
cg20291049,0.00020039476998238808
cg02018902,0.00019951427123369374
cg26055770,0.0001992933753176993
cg05483731,0.0001972789824675151
cg13327545,0.0001968133473552248
cg16555194,0.00019581333732100452
cg00094518,0.00019548542270067214
cg26605086,0.00019514450176548787
cg18404041,0.0001950115589434423
cg11953088,0.00019323781746998566
cg12020476,0.0001931922444183527
cg06723863,0.00019309561943696535
cg17916490,0.00019134129037116167
cg21194517,0.00019091493912421032
cg25502399,0.0001904806276466537
cg06942701,0.0001903317850177426
cg21821643,0.00019009110782011146
cg04922810,0.00018885959266310378
cg12331389,0.00018791479976543058
cg00565688,0.0001878719948407846
cg00808721,0.00018654182106394516
cg06713098,0.00018625603969310206
cg11552903,0.00018613801862377098
cg11445764,0.00018535357883193724
cg14972141,0.00018417629271849284
cg24497361,0.00018328853499416617
cg07620230,0.00018326167772007073
cg16419235,0.00018087856271772188
cg18198730,0.00017954769843097506
cg03876618,0.00017931350647966727
cg18933331,0.00017682075479726446
cg21278102,0.00017595878464855605
cg07572341,0.0001754445259224397
cg05345996,0.00017476675480431272
cg25802424,0.00017459010237653061
cg02019508,0.0001745581973733222
cg25157709,0.00017278087114447623
cg17641876,0.00017266079061682693
cg11263296,0.00017260056283112862
cg23500537,0.00017173472274071433
cg24133115,0.000171487982956293
cg27553955,0.0001713484043010522
cg15898840,0.000171325508268086
cg01302656,0.00017119525272863884
cg04396495,0.00016920087399017745
cg19029181,0.00016839363576531908
cg12506930,0.0001682927145700958
cg00982167,0.00016569621130841505
cg26290632,0.00016492338470739613
cg06758848,0.00016469689216123273
cg08242859,0.0001643651033330289
cg25130333,0.00016367107518299712
cg07916070,0.00016302190140651463
cg10362591,0.00016247006780940298
cg18902090,0.00016196621373882925
cg15433631,0.00016189623199105895
cg05925291,0.0001618953144402576
cg18633600,0.000161110343996182
cg11068096,0.00016069006031386727
cg03545227,0.00015898446609176534
cg18898125,0.00015892136094050762
cg02699218,0.00015718669008965314
cg15084543,0.00015389251746804195
cg02579136,0.00015318100581213133
cg13898318,0.0001512166598909238
cg21370074,0.00014957918917173952
cg09949775,0.00014794598106347676
cg12222588,0.00014752556032588318
cg19490001,0.000146943342447187
cg09882901,0.00014621386344567042
cg26847866,0.00014455496427283852
cg18760587,0.0001435199084598285
cg26365254,0.00014343765441504258
cg23606718,0.00014289554239448656
cg15656347,0.00014274024723268458
cg26114124,0.0001426119438996747
cg19642168,0.00014191348192861295
cg08731300,0.00014136925590871896
cg16219603,0.0001400923964588237
cg22331349,0.00013922097110843917
cg03149958,0.0001387936925808622
cg11051843,0.0001387494093966151
cg10133630,0.0001378907853124954
cg22225886,0.0001375383077072273
